p2,n=1000,rep=0,returned=1000,us=3185
p2,n=1000,rep=1,returned=1000,us=2715
p2,n=1000,rep=2,returned=1000,us=2736
p2,n=1000,rep=3,returned=1000,us=2690
p2,n=1000,rep=4,returned=1000,us=2720
p2,n=1000,rep=5,returned=1000,us=2701
p2,n=1000,rep=6,returned=1000,us=2697
p2,n=10000,rep=0,returned=10000,us=311732
p2,n=10000,rep=1,returned=10000,us=318688
p2,n=10000,rep=2,returned=10000,us=306480
p2,n=10000,rep=3,returned=10000,us=303312
p2,n=10000,rep=4,returned=10000,us=314548
p2,n=10000,rep=5,returned=10000,us=317600
p2,n=10000,rep=6,returned=10000,us=315102
