p7,n=1000,rep=0,returned=1000,us=1184
p7,n=1000,rep=1,returned=1000,us=1053
p7,n=1000,rep=2,returned=1000,us=961
p7,n=1000,rep=3,returned=1000,us=925
p7,n=1000,rep=4,returned=1000,us=956
p7,n=1000,rep=5,returned=1000,us=928
p7,n=1000,rep=6,returned=1000,us=971
p7,n=10000,rep=0,returned=10000,us=32846
p7,n=10000,rep=1,returned=10000,us=27810
p7,n=10000,rep=2,returned=10000,us=28442
p7,n=10000,rep=3,returned=10000,us=27291
p7,n=10000,rep=4,returned=10000,us=28664
p7,n=10000,rep=5,returned=10000,us=27262
p7,n=10000,rep=6,returned=10000,us=26333
