fail=false,jobs=1,rep=0,fetches=1,elapsed_ms=6.065
fail=false,jobs=1,rep=1,fetches=1,elapsed_ms=6.041
fail=false,jobs=1,rep=2,fetches=1,elapsed_ms=6.058
fail=false,jobs=1,rep=3,fetches=1,elapsed_ms=6.058
fail=false,jobs=1,rep=4,fetches=1,elapsed_ms=6.059
fail=false,jobs=16,rep=0,fetches=1,elapsed_ms=6.069
fail=false,jobs=16,rep=1,fetches=1,elapsed_ms=6.064
fail=false,jobs=16,rep=2,fetches=1,elapsed_ms=6.063
fail=false,jobs=16,rep=3,fetches=1,elapsed_ms=6.063
fail=false,jobs=16,rep=4,fetches=1,elapsed_ms=6.062
fail=false,jobs=64,rep=0,fetches=1,elapsed_ms=6.168
fail=false,jobs=64,rep=1,fetches=1,elapsed_ms=6.079
fail=false,jobs=64,rep=2,fetches=1,elapsed_ms=6.078
fail=false,jobs=64,rep=3,fetches=1,elapsed_ms=6.068
fail=false,jobs=64,rep=4,fetches=1,elapsed_ms=6.078
fail=true,jobs=1,rep=0,fetches=1,elapsed_ms=6.059
fail=true,jobs=1,rep=1,fetches=1,elapsed_ms=6.071
fail=true,jobs=1,rep=2,fetches=1,elapsed_ms=6.058
fail=true,jobs=1,rep=3,fetches=1,elapsed_ms=6.059
fail=true,jobs=1,rep=4,fetches=1,elapsed_ms=6.057
fail=true,jobs=16,rep=0,fetches=1,elapsed_ms=6.063
fail=true,jobs=16,rep=1,fetches=1,elapsed_ms=6.118
fail=true,jobs=16,rep=2,fetches=1,elapsed_ms=6.062
fail=true,jobs=16,rep=3,fetches=1,elapsed_ms=6.063
fail=true,jobs=16,rep=4,fetches=1,elapsed_ms=6.061
fail=true,jobs=64,rep=0,fetches=1,elapsed_ms=6.084
fail=true,jobs=64,rep=1,fetches=1,elapsed_ms=6.045
fail=true,jobs=64,rep=2,fetches=1,elapsed_ms=6.083
fail=true,jobs=64,rep=3,fetches=1,elapsed_ms=6.080
fail=true,jobs=64,rep=4,fetches=1,elapsed_ms=6.084
