
running 1 test
test history::audit_annotation_bench::benchmark_durable_annotation_reuse ... ANNOTATION_CSV,backend,retained,sample,duplicate_us,total
ANNOTATION_CSV,mysql,100,0,1755,100
ANNOTATION_CSV,mysql,100,1,1758,100
ANNOTATION_CSV,mysql,100,2,1729,100
ANNOTATION_CSV,mysql,100,3,2034,100
ANNOTATION_CSV,mysql,100,4,1753,100
ANNOTATION_CSV,mysql,100,5,1780,100
ANNOTATION_CSV,mysql,100,6,1688,100
ANNOTATION_CSV,mysql,100,7,1845,100
ANNOTATION_CSV,mysql,100,8,1792,100
ANNOTATION_CSV,mysql,100,9,2059,100
ANNOTATION_CSV,mysql,100,10,1839,100
ANNOTATION_CSV,mysql,100,11,1778,100
ANNOTATION_CSV,mysql,100,12,1852,100
ANNOTATION_CSV,mysql,100,13,1796,100
ANNOTATION_CSV,mysql,100,14,1744,100
ANNOTATION_CSV,mysql,1000,0,2765,1000
ANNOTATION_CSV,mysql,1000,1,3244,1000
ANNOTATION_CSV,mysql,1000,2,2918,1000
ANNOTATION_CSV,mysql,1000,3,2883,1000
ANNOTATION_CSV,mysql,1000,4,2932,1000
ANNOTATION_CSV,mysql,1000,5,2966,1000
ANNOTATION_CSV,mysql,1000,6,3036,1000
ANNOTATION_CSV,mysql,1000,7,3767,1000
ANNOTATION_CSV,mysql,1000,8,3020,1000
ANNOTATION_CSV,mysql,1000,9,2995,1000
ANNOTATION_CSV,mysql,1000,10,3539,1000
ANNOTATION_CSV,mysql,1000,11,2857,1000
ANNOTATION_CSV,mysql,1000,12,2834,1000
ANNOTATION_CSV,mysql,1000,13,2937,1000
ANNOTATION_CSV,mysql,1000,14,2948,1000
ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 112 filtered out; finished in 7.64s

