
running 1 test
test history::audit_annotation_bench::benchmark_durable_annotation_reuse ... ANNOTATION_CSV,backend,retained,sample,duplicate_us,total
ANNOTATION_CSV,postgres,100,0,1220,100
ANNOTATION_CSV,postgres,100,1,1083,100
ANNOTATION_CSV,postgres,100,2,1077,100
ANNOTATION_CSV,postgres,100,3,1165,100
ANNOTATION_CSV,postgres,100,4,1099,100
ANNOTATION_CSV,postgres,100,5,1160,100
ANNOTATION_CSV,postgres,100,6,1045,100
ANNOTATION_CSV,postgres,100,7,1093,100
ANNOTATION_CSV,postgres,100,8,1062,100
ANNOTATION_CSV,postgres,100,9,1054,100
ANNOTATION_CSV,postgres,100,10,1052,100
ANNOTATION_CSV,postgres,100,11,1022,100
ANNOTATION_CSV,postgres,100,12,1009,100
ANNOTATION_CSV,postgres,100,13,1053,100
ANNOTATION_CSV,postgres,100,14,1076,100
ANNOTATION_CSV,postgres,1000,0,1895,1000
ANNOTATION_CSV,postgres,1000,1,2084,1000
ANNOTATION_CSV,postgres,1000,2,1985,1000
ANNOTATION_CSV,postgres,1000,3,1900,1000
ANNOTATION_CSV,postgres,1000,4,1956,1000
ANNOTATION_CSV,postgres,1000,5,2021,1000
ANNOTATION_CSV,postgres,1000,6,1957,1000
ANNOTATION_CSV,postgres,1000,7,1991,1000
ANNOTATION_CSV,postgres,1000,8,1955,1000
ANNOTATION_CSV,postgres,1000,9,1913,1000
ANNOTATION_CSV,postgres,1000,10,1909,1000
ANNOTATION_CSV,postgres,1000,11,1877,1000
ANNOTATION_CSV,postgres,1000,12,1885,1000
ANNOTATION_CSV,postgres,1000,13,1935,1000
ANNOTATION_CSV,postgres,1000,14,1986,1000
ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 112 filtered out; finished in 1.62s

