
running 1 test
test history::audit_annotation_bench::benchmark_durable_annotation_reuse ... ANNOTATION_CSV,backend,retained,sample,duplicate_us,total
ANNOTATION_CSV,mysql,100,0,2714,100
ANNOTATION_CSV,mysql,100,1,2197,100
ANNOTATION_CSV,mysql,100,2,2028,100
ANNOTATION_CSV,mysql,100,3,1913,100
ANNOTATION_CSV,mysql,100,4,1931,100
ANNOTATION_CSV,mysql,100,5,2158,100
ANNOTATION_CSV,mysql,100,6,2569,100
ANNOTATION_CSV,mysql,100,7,2414,100
ANNOTATION_CSV,mysql,100,8,2480,100
ANNOTATION_CSV,mysql,100,9,2368,100
ANNOTATION_CSV,mysql,100,10,2322,100
ANNOTATION_CSV,mysql,100,11,2493,100
ANNOTATION_CSV,mysql,100,12,2269,100
ANNOTATION_CSV,mysql,100,13,2563,100
ANNOTATION_CSV,mysql,100,14,2514,100
ANNOTATION_CSV,mysql,1000,0,2808,1000
ANNOTATION_CSV,mysql,1000,1,2932,1000
ANNOTATION_CSV,mysql,1000,2,2740,1000
ANNOTATION_CSV,mysql,1000,3,2646,1000
ANNOTATION_CSV,mysql,1000,4,2622,1000
ANNOTATION_CSV,mysql,1000,5,2777,1000
ANNOTATION_CSV,mysql,1000,6,2694,1000
ANNOTATION_CSV,mysql,1000,7,2698,1000
ANNOTATION_CSV,mysql,1000,8,2696,1000
ANNOTATION_CSV,mysql,1000,9,2698,1000
ANNOTATION_CSV,mysql,1000,10,2799,1000
ANNOTATION_CSV,mysql,1000,11,2721,1000
ANNOTATION_CSV,mysql,1000,12,2727,1000
ANNOTATION_CSV,mysql,1000,13,2586,1000
ANNOTATION_CSV,mysql,1000,14,2767,1000
ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 113 filtered out; finished in 2.63s

