
running 1 test
test history::audit_annotation_bench::benchmark_durable_annotation_reuse ... ANNOTATION_CSV,backend,retained,sample,duplicate_us,total
ANNOTATION_CSV,scylladb,100,0,311,100
ANNOTATION_CSV,scylladb,100,1,318,100
ANNOTATION_CSV,scylladb,100,2,275,100
ANNOTATION_CSV,scylladb,100,3,229,100
ANNOTATION_CSV,scylladb,100,4,278,100
ANNOTATION_CSV,scylladb,100,5,224,100
ANNOTATION_CSV,scylladb,100,6,210,100
ANNOTATION_CSV,scylladb,100,7,292,100
ANNOTATION_CSV,scylladb,100,8,192,100
ANNOTATION_CSV,scylladb,100,9,201,100
ANNOTATION_CSV,scylladb,100,10,204,100
ANNOTATION_CSV,scylladb,100,11,177,100
ANNOTATION_CSV,scylladb,100,12,167,100
ANNOTATION_CSV,scylladb,100,13,176,100
ANNOTATION_CSV,scylladb,100,14,233,100
ANNOTATION_CSV,scylladb,1000,0,308,1000
ANNOTATION_CSV,scylladb,1000,1,335,1000
ANNOTATION_CSV,scylladb,1000,2,302,1000
ANNOTATION_CSV,scylladb,1000,3,210,1000
ANNOTATION_CSV,scylladb,1000,4,160,1000
ANNOTATION_CSV,scylladb,1000,5,208,1000
ANNOTATION_CSV,scylladb,1000,6,236,1000
ANNOTATION_CSV,scylladb,1000,7,249,1000
ANNOTATION_CSV,scylladb,1000,8,209,1000
ANNOTATION_CSV,scylladb,1000,9,203,1000
ANNOTATION_CSV,scylladb,1000,10,176,1000
ANNOTATION_CSV,scylladb,1000,11,206,1000
ANNOTATION_CSV,scylladb,1000,12,230,1000
ANNOTATION_CSV,scylladb,1000,13,350,1000
ANNOTATION_CSV,scylladb,1000,14,291,1000
ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 112 filtered out; finished in 17.81s

