
running 1 test
test history::audit_annotation_bench::benchmark_durable_annotation_reuse ... ANNOTATION_CSV,backend,retained,sample,duplicate_us,total
ANNOTATION_CSV,surrealdb,100,0,647,100
ANNOTATION_CSV,surrealdb,100,1,457,100
ANNOTATION_CSV,surrealdb,100,2,413,100
ANNOTATION_CSV,surrealdb,100,3,468,100
ANNOTATION_CSV,surrealdb,100,4,482,100
ANNOTATION_CSV,surrealdb,100,5,459,100
ANNOTATION_CSV,surrealdb,100,6,482,100
ANNOTATION_CSV,surrealdb,100,7,463,100
ANNOTATION_CSV,surrealdb,100,8,434,100
ANNOTATION_CSV,surrealdb,100,9,447,100
ANNOTATION_CSV,surrealdb,100,10,413,100
ANNOTATION_CSV,surrealdb,100,11,484,100
ANNOTATION_CSV,surrealdb,100,12,448,100
ANNOTATION_CSV,surrealdb,100,13,491,100
ANNOTATION_CSV,surrealdb,100,14,452,100
ANNOTATION_CSV,surrealdb,1000,0,612,1000
ANNOTATION_CSV,surrealdb,1000,1,449,1000
ANNOTATION_CSV,surrealdb,1000,2,411,1000
ANNOTATION_CSV,surrealdb,1000,3,422,1000
ANNOTATION_CSV,surrealdb,1000,4,401,1000
ANNOTATION_CSV,surrealdb,1000,5,437,1000
ANNOTATION_CSV,surrealdb,1000,6,457,1000
ANNOTATION_CSV,surrealdb,1000,7,610,1000
ANNOTATION_CSV,surrealdb,1000,8,442,1000
ANNOTATION_CSV,surrealdb,1000,9,420,1000
ANNOTATION_CSV,surrealdb,1000,10,416,1000
ANNOTATION_CSV,surrealdb,1000,11,441,1000
ANNOTATION_CSV,surrealdb,1000,12,435,1000
ANNOTATION_CSV,surrealdb,1000,13,370,1000
ANNOTATION_CSV,surrealdb,1000,14,391,1000
ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 112 filtered out; finished in 35.98s

