
running 1 test
test history::audit_annotation_bench::benchmark_durable_annotation_reuse ... ANNOTATION_CSV,backend,retained,sample,duplicate_us,total
ANNOTATION_CSV,dynamodb,100,0,404,100
ANNOTATION_CSV,dynamodb,100,1,423,100
ANNOTATION_CSV,dynamodb,100,2,403,100
ANNOTATION_CSV,dynamodb,100,3,451,100
ANNOTATION_CSV,dynamodb,100,4,464,100
ANNOTATION_CSV,dynamodb,100,5,401,100
ANNOTATION_CSV,dynamodb,100,6,410,100
ANNOTATION_CSV,dynamodb,100,7,362,100
ANNOTATION_CSV,dynamodb,100,8,362,100
ANNOTATION_CSV,dynamodb,100,9,407,100
ANNOTATION_CSV,dynamodb,100,10,390,100
ANNOTATION_CSV,dynamodb,100,11,397,100
ANNOTATION_CSV,dynamodb,100,12,424,100
ANNOTATION_CSV,dynamodb,100,13,384,100
ANNOTATION_CSV,dynamodb,100,14,366,100
ANNOTATION_CSV,dynamodb,1000,0,311,1000
ANNOTATION_CSV,dynamodb,1000,1,330,1000
ANNOTATION_CSV,dynamodb,1000,2,262,1000
ANNOTATION_CSV,dynamodb,1000,3,288,1000
ANNOTATION_CSV,dynamodb,1000,4,267,1000
ANNOTATION_CSV,dynamodb,1000,5,256,1000
ANNOTATION_CSV,dynamodb,1000,6,261,1000
ANNOTATION_CSV,dynamodb,1000,7,381,1000
ANNOTATION_CSV,dynamodb,1000,8,326,1000
ANNOTATION_CSV,dynamodb,1000,9,321,1000
ANNOTATION_CSV,dynamodb,1000,10,328,1000
ANNOTATION_CSV,dynamodb,1000,11,303,1000
ANNOTATION_CSV,dynamodb,1000,12,315,1000
ANNOTATION_CSV,dynamodb,1000,13,316,1000
ANNOTATION_CSV,dynamodb,1000,14,302,1000
ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 113 filtered out; finished in 1.34s

