
running 1 test
test history::audit_annotation_bench::benchmark_durable_annotation_reuse ... ANNOTATION_CSV,backend,retained,sample,duplicate_us,total
ANNOTATION_CSV,dynamodb,100,0,339,100
ANNOTATION_CSV,dynamodb,100,1,369,100
ANNOTATION_CSV,dynamodb,100,2,326,100
ANNOTATION_CSV,dynamodb,100,3,314,100
ANNOTATION_CSV,dynamodb,100,4,486,100
ANNOTATION_CSV,dynamodb,100,5,405,100
ANNOTATION_CSV,dynamodb,100,6,399,100
ANNOTATION_CSV,dynamodb,100,7,303,100
ANNOTATION_CSV,dynamodb,100,8,411,100
ANNOTATION_CSV,dynamodb,100,9,386,100
ANNOTATION_CSV,dynamodb,100,10,358,100
ANNOTATION_CSV,dynamodb,100,11,303,100
ANNOTATION_CSV,dynamodb,100,12,282,100
ANNOTATION_CSV,dynamodb,100,13,276,100
ANNOTATION_CSV,dynamodb,100,14,265,100
ANNOTATION_CSV,dynamodb,1000,0,508,1000
ANNOTATION_CSV,dynamodb,1000,1,449,1000
ANNOTATION_CSV,dynamodb,1000,2,594,1000
ANNOTATION_CSV,dynamodb,1000,3,380,1000
ANNOTATION_CSV,dynamodb,1000,4,382,1000
ANNOTATION_CSV,dynamodb,1000,5,334,1000
ANNOTATION_CSV,dynamodb,1000,6,348,1000
ANNOTATION_CSV,dynamodb,1000,7,539,1000
ANNOTATION_CSV,dynamodb,1000,8,381,1000
ANNOTATION_CSV,dynamodb,1000,9,356,1000
ANNOTATION_CSV,dynamodb,1000,10,441,1000
ANNOTATION_CSV,dynamodb,1000,11,374,1000
ANNOTATION_CSV,dynamodb,1000,12,414,1000
ANNOTATION_CSV,dynamodb,1000,13,359,1000
ANNOTATION_CSV,dynamodb,1000,14,421,1000
ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 112 filtered out; finished in 7.69s

