
running 1 test
test history::audit_annotation_bench::benchmark_durable_annotation_reuse ... ANNOTATION_CSV,backend,retained,sample,duplicate_us,total
ANNOTATION_CSV,scylladb,100,0,365,100
ANNOTATION_CSV,scylladb,100,1,273,100
ANNOTATION_CSV,scylladb,100,2,300,100
ANNOTATION_CSV,scylladb,100,3,240,100
ANNOTATION_CSV,scylladb,100,4,216,100
ANNOTATION_CSV,scylladb,100,5,258,100
ANNOTATION_CSV,scylladb,100,6,303,100
ANNOTATION_CSV,scylladb,100,7,284,100
ANNOTATION_CSV,scylladb,100,8,229,100
ANNOTATION_CSV,scylladb,100,9,219,100
ANNOTATION_CSV,scylladb,100,10,243,100
ANNOTATION_CSV,scylladb,100,11,244,100
ANNOTATION_CSV,scylladb,100,12,274,100
ANNOTATION_CSV,scylladb,100,13,222,100
ANNOTATION_CSV,scylladb,100,14,258,100
ANNOTATION_CSV,scylladb,1000,0,287,1000
ANNOTATION_CSV,scylladb,1000,1,251,1000
ANNOTATION_CSV,scylladb,1000,2,269,1000
ANNOTATION_CSV,scylladb,1000,3,296,1000
ANNOTATION_CSV,scylladb,1000,4,377,1000
ANNOTATION_CSV,scylladb,1000,5,291,1000
ANNOTATION_CSV,scylladb,1000,6,306,1000
ANNOTATION_CSV,scylladb,1000,7,267,1000
ANNOTATION_CSV,scylladb,1000,8,272,1000
ANNOTATION_CSV,scylladb,1000,9,235,1000
ANNOTATION_CSV,scylladb,1000,10,251,1000
ANNOTATION_CSV,scylladb,1000,11,368,1000
ANNOTATION_CSV,scylladb,1000,12,283,1000
ANNOTATION_CSV,scylladb,1000,13,216,1000
ANNOTATION_CSV,scylladb,1000,14,232,1000
ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 113 filtered out; finished in 7.28s

